source_url,source_name,sportsbook,retrieval_timestamp,nfl_week,game_date,player,position,team,opponent,stat_category,line,over_price,under_price
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Geno Smith,QB,NYJ,DET,QB passing yards,216.5,-113,-111
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-28,Jalen Hurts,QB,PHI,CHI,QB passing yards,210.5,-112,-112
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Baker Mayfield,QB,TB,MIN,QB passing yards,217.5,-112,-112
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Drake Maye,QB,NE,JAX,QB passing yards,213.5,-113,-111
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Kirk Cousins,QB,LV,NO,QB passing yards,215.5,-113,-111
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Bo Nix,QB,DEN,LAR,QB passing yards,212.5,-113,-111
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Kyler Murray,QB,MIN,TB,QB passing yards,208.5,-112,-112
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-24,Michael Penix,QB,ATL,GB,QB passing yards,200.5,-112,-112
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Derrick Henry,RB,BAL,DAL,RB rushing yards,88.5,-112,-112
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Jahmyr Gibbs,RB,DET,NYJ,RB rushing yards,84.5,-114,-110
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,James Cook,RB,BUF,LAC,RB rushing yards,82.5,-111,-113
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-24,Bijan Robinson,RB,ATL,GB,RB rushing yards,76.5,-111,-113
